"Fecha"	"Tipo de Contrato"	"MUJER"	"VARON"
"mayo 2016"	"Practicas Tiempo Completo"	38554.91	47262.50
"mayo 2016"	"Practicas Tiempo Parcial"	13174.05	6632.45
"mayo 2016"	"No consta (*)"	574754.64	452426.59
"junio 2016"	"Indefinido Tiempo Completo"	2533904.77	3822775.77
"junio 2016"	"Indefinido Tiempo Parcial"	1017605.32	438348.73
"junio 2016"	"Fijos Discontinuos"	212327.59	127142.36
"junio 2016"	"Eventual Tiempo Completo"	976816.32	1392061.68
"junio 2016"	"Eventual Tiempo Parcial"	907502.82	607768.36
"junio 2016"	"Formacion Tiempo Completo"	54133.59	58767.68
"junio 2016"	"Practicas Tiempo Completo"	39403.18	48808.64
"junio 2016"	"Practicas Tiempo Parcial"	13127.41	6679.59
"junio 2016"	"No consta (*)"	574792.09	450376.95
"julio 2016"	"Indefinido Tiempo Completo"	2539897.90	3834916.10
"julio 2016"	"Indefinido Tiempo Parcial"	1010938.10	436062.14
"julio 2016"	"Fijos Discontinuos"	132323.29	114661.38
"julio 2016"	"Eventual Tiempo Completo"	1069120.14	1489652.86
"julio 2016"	"Eventual Tiempo Parcial"	916589.81	627142.14
"julio 2016"	"Formacion Tiempo Completo"	51549.43	55692.14
"julio 2016"	"Practicas Tiempo Completo"	40318.19	51477.29
"julio 2016"	"Practicas Tiempo Parcial"	12954.14	6862.67
"julio 2016"	"No consta (*)"	564193.67	447075.57
"agosto 2016"	"Indefinido Tiempo Completo"	2539229.18	3839035.23
"agosto 2016"	"Indefinido Tiempo Parcial"	1007503.55	434885.41
"agosto 2016"	"Fijos Discontinuos"	122875.18	109635.95
"agosto 2016"	"Eventual Tiempo Completo"	1077829.18	1474894.50
"agosto 2016"	"Eventual Tiempo Parcial"	876213.50	606479.77
"agosto 2016"	"Formacion Tiempo Completo"	49488.27	53506.64
"agosto 2016"	"Practicas Tiempo Completo"	40260.45	51764.27
"agosto 2016"	"Practicas Tiempo Parcial"	12581.50	6794.91
"agosto 2016"	"No consta (*)"	551458.27	437113.41
"septiembre 2016"	"Indefinido Tiempo Completo"	2548540.77	3849597.82
"septiembre 2016"	"Indefinido Tiempo Parcial"	1017822.86	439007.41
"septiembre 2016"	"Fijos Discontinuos"	206382.59	121670.95
"septiembre 2016"	"Eventual Tiempo Completo"	1019818.68	1427385.64
"septiembre 2016"	"Eventual Tiempo Parcial"	865998.91	579327.27
"septiembre 2016"	"Formacion Tiempo Completo"	46917.14	50914.05
"septiembre 2016"	"Practicas Tiempo Completo"	40664.18	52063.32
"septiembre 2016"	"Practicas Tiempo Parcial"	13177.73	6994.95
"septiembre 2016"	"No consta (*)"	555424.05	436980.64
"octubre 2016"	"Indefinido Tiempo Completo"	2557797.05	3859311.10
"octubre 2016"	"Indefinido Tiempo Parcial"	1029028.20	444752.35
"octubre 2016"	"Fijos Discontinuos"	244974.70	125300.90
"octubre 2016"	"Eventual Tiempo Completo"	965332.95	1381669.30
"octubre 2016"	"Eventual Tiempo Parcial"	919139.30	599349.30
"octubre 2016"	"Formacion Tiempo Completo"	44072.00	47771.25
"octubre 2016"	"Practicas Tiempo Completo"	41118.00	52584.70
"octubre 2016"	"Practicas Tiempo Parcial"	13923.60	7352.15
"octubre 2016"	"No consta (*)"	572148.50	445155.80
"noviembre 2016"	"Indefinido Tiempo Completo"	2565435.95	3870629.67
"noviembre 2016"	"Indefinido Tiempo Parcial"	1036073.24	448965.76
"noviembre 2016"	"Fijos Discontinuos"	218219.95	100147.71
"noviembre 2016"	"Eventual Tiempo Completo"	946768.24	1364879.24
"noviembre 2016"	"Eventual Tiempo Parcial"	938238.14	607507.43
"noviembre 2016"	"Formacion Tiempo Completo"	42096.24	45807.90
"noviembre 2016"	"Practicas Tiempo Completo"	41984.14	53267.90
"noviembre 2016"	"Practicas Tiempo Parcial"	14286.29	7490.33
"noviembre 2016"	"No consta (*)"	576156.81	449162.86
"diciembre 2016"	"Indefinido Tiempo Completo"	2572219.95	3878537.55
"diciembre 2016"	"Indefinido Tiempo Parcial"	1039073.45	451140.10
"diciembre 2016"	"Fijos Discontinuos"	207159.75	91471.30
"diciembre 2016"	"Eventual Tiempo Completo"	961778.90	1339133.10
"diciembre 2016"	"Eventual Tiempo Parcial"	962873.10	616831.25
"diciembre 2016"	"Formacion Tiempo Completo"	41286.55	44607.40
"diciembre 2016"	"Practicas Tiempo Completo"	42385.20	53129.85
"diciembre 2016"	"Practicas Tiempo Parcial"	14419.20	7609.65
"diciembre 2016"	"No consta (*)"	576501.50	449917.30
"enero 2017"	"Indefinido Tiempo Completo"	2577090.52	3884552.76
"enero 2017"	"Indefinido Tiempo Parcial"	1041473.48	450348.76
"enero 2017"	"Fijos Discontinuos"	201990.38	87834.00
"enero 2017"	"Eventual Tiempo Completo"	930333.81	1301653.14
"enero 2017"	"Eventual Tiempo Parcial"	912004.19	585279.43
"enero 2017"	"Formacion Tiempo Completo"	42951.10	45487.29
"enero 2017"	"Practicas Tiempo Completo"	42496.76	53080.67
"enero 2017"	"Practicas Tiempo Parcial"	14471.57	7664.29
"enero 2017"	"No consta (*)"	573083.48	447274.19
"febrero 2017"	"Indefinido Tiempo Completo"	2584244.05	3899528.55
"febrero 2017"	"Indefinido Tiempo Parcial"	1046465.85	452899.35
"febrero 2017"	"Fijos Discontinuos"	208350.10	94054.65
"febrero 2017"	"Eventual Tiempo Completo"	929484.75	1335056.35
"febrero 2017"	"Eventual Tiempo Parcial"	917532.75	591481.75
"febrero 2017"	"Formacion Tiempo Completo"	41869.00	43821.05
"febrero 2017"	"Practicas Tiempo Completo"	42867.85	53387.75
"febrero 2017"	"Practicas Tiempo Parcial"	14642.65	7765.65
"febrero 2017"	"No consta (*)"	577253.00	450531.45
"marzo 2017"	"Indefinido Tiempo Completo"	2592604.35	3917018.57
"marzo 2017"	"Indefinido Tiempo Parcial"	1053845.17	456450.70
"marzo 2017"	"Fijos Discontinuos"	221315.26	106913.35
"marzo 2017"	"Eventual Tiempo Completo"	948580.70	1373188.87
"marzo 2017"	"Eventual Tiempo Parcial"	935455.30	604398.91
"marzo 2017"	"Formacion Tiempo Completo"	40705.96	42072.83
"marzo 2017"	"Practicas Tiempo Completo"	40635.00	50979.09
"marzo 2017"	"Practicas Tiempo Parcial"	14709.39	7797.26
"marzo 2017"	"No consta (*)"	580199.39	453433.39
"abril 2017"	"Indefinido Tiempo Completo"	2602796.89	3934496.06
"abril 2017"	"Indefinido Tiempo Parcial"	1059035.39	458485.33
"abril 2017"	"Fijos Discontinuos"	244020.72	126057.39
"abril 2017"	"Eventual Tiempo Completo"	979458.39	1410979.72
"abril 2017"	"Eventual Tiempo Parcial"	960362.61	620190.78
"abril 2017"	"Formacion Tiempo Completo"	39072.72	40058.28
"abril 2017"	"Practicas Tiempo Completo"	38291.33	48529.72
"abril 2017"	"Practicas Tiempo Parcial"	14797.28	7796.94
"abril 2017"	"No consta (*)"	580695.89	454841.11
"mayo 2017"	"Indefinido Tiempo Completo"	2610825.41	3949442.64
"mayo 2017"	"Indefinido Tiempo Parcial"	1062158.64	459832.55
"mayo 2017"	"Fijos Discontinuos"	257300.45	140013.36
"mayo 2017"	"Eventual Tiempo Completo"	1011018.27	1467390.41
"mayo 2017"	"Eventual Tiempo Parcial"	984206.82	636912.73
"mayo 2017"	"Formacion Tiempo Completo"	38095.82	38562.41
"mayo 2017"	"Practicas Tiempo Completo"	37789.59	47943.91
"mayo 2017"	"Practicas Tiempo Parcial"	14617.82	7761.23
"mayo 2017"	"No consta (*)"	580567.82	454264.95
"junio 2017"	"Indefinido Tiempo Completo"	2619255.68	3965863.14
"junio 2017"	"Indefinido Tiempo Parcial"	1061172.32	458931.86
"junio 2017"	"Fijos Discontinuos"	222798.77	137825.73
"junio 2017"	"Eventual Tiempo Completo"	1074099.59	1547766.91
"junio 2017"	"Eventual Tiempo Parcial"	966613.73	635243.05
"junio 2017"	"Formacion Tiempo Completo"	36892.09	37322.23
"junio 2017"	"Practicas Tiempo Completo"	38220.50	48976.05
"junio 2017"	"Practicas Tiempo Parcial"	14502.55	7711.82
"junio 2017"	"No consta (*)"	580684.14	453615.91
"julio 2017"	"Indefinido Tiempo Completo"	2626241.43	3980944.57
"julio 2017"	"Indefinido Tiempo Parcial"	1052465.76	454567.05
"julio 2017"	"Fijos Discontinuos"	138377.52	123757.05
"julio 2017"	"Eventual Tiempo Completo"	1172002.52	1649886.14
"julio 2017"	"Eventual Tiempo Parcial"	965299.19	646385.76
"julio 2017"	"Formacion Tiempo Completo"	35405.14	35828.95
"julio 2017"	"Practicas Tiempo Completo"	39006.95	51701.71
"julio 2017"	"Practicas Tiempo Parcial"	14251.19	7667.24
"julio 2017"	"No consta (*)"	573210.48	451415.24
"agosto 2017"	"Indefinido Tiempo Completo"	2626109.45	3983559.73
"agosto 2017"	"Indefinido Tiempo Parcial"	1048590.36	451836.32
"agosto 2017"	"Fijos Discontinuos"	128425.77	118157.09
"agosto 2017"	"Eventual Tiempo Completo"	1175913.00	1622000.45
"agosto 2017"	"Eventual Tiempo Parcial"	916237.23	618793.32
"agosto 2017"	"Formacion Tiempo Completo"	34273.14	34417.09
"agosto 2017"	"Practicas Tiempo Completo"	39722.18	52335.32
"agosto 2017"	"Practicas Tiempo Parcial"	13859.41	7518.50
"agosto 2017"	"No consta (*)"	562133.45	442169.91
"septiembre 2017"	"Indefinido Tiempo Completo"	2637418.43	3995097.10
"septiembre 2017"	"Indefinido Tiempo Parcial"	1058982.67	455422.71
"septiembre 2017"	"Fijos Discontinuos"	216609.29	131715.52
"septiembre 2017"	"Eventual Tiempo Completo"	1126047.71	1582343.81
"septiembre 2017"	"Eventual Tiempo Parcial"	908385.62	591816.57
"septiembre 2017"	"Formacion Tiempo Completo"	32622.81	32729.71
"septiembre 2017"	"Practicas Tiempo Completo"	40300.24	52470.43
"septiembre 2017"	"Practicas Tiempo Parcial"	14345.33	7708.90
"septiembre 2017"	"No consta (*)"	555049.48	440337.10
"octubre 2017"	"Indefinido Tiempo Completo"	2648024.86	4008490.62
"octubre 2017"	"Indefinido Tiempo Parcial"	1070602.90	461502.62
"octubre 2017"	"Fijos Discontinuos"	257020.05	135956.14
"octubre 2017"	"Eventual Tiempo Completo"	1078863.19	1539476.33
"octubre 2017"	"Eventual Tiempo Parcial"	959426.10	610896.29
"octubre 2017"	"Formacion Tiempo Completo"	31299.14	31182.05
"octubre 2017"	"Practicas Tiempo Completo"	40691.67	52626.05
"octubre 2017"	"Practicas Tiempo Parcial"	15040.76	8044.14
"octubre 2017"	"No consta (*)"	570586.95	449190.33
"noviembre 2017"	"Indefinido Tiempo Completo"	2656220.67	4023055.19
"noviembre 2017"	"Indefinido Tiempo Parcial"	1077010.29	465033.62
"noviembre 2017"	"Fijos Discontinuos"	227244.38	108046.05
"noviembre 2017"	"Eventual Tiempo Completo"	1065033.67	1529214.05
"noviembre 2017"	"Eventual Tiempo Parcial"	978129.76	618435.52
"noviembre 2017"	"Formacion Tiempo Completo"	30761.00	30317.62
"noviembre 2017"	"Practicas Tiempo Completo"	40939.38	52781.24
"noviembre 2017"	"Practicas Tiempo Parcial"	15186.48	8171.33
"noviembre 2017"	"No consta (*)"	574978.05	452511.19
"diciembre 2017"	"Indefinido Tiempo Completo"	2665084.50	4035186.06
"diciembre 2017"	"Indefinido Tiempo Parcial"	1079294.78	467121.67
"diciembre 2017"	"Fijos Discontinuos"	214601.00	98292.94
"diciembre 2017"	"Eventual Tiempo Completo"	1075493.44	1498852.56
"diciembre 2017"	"Eventual Tiempo Parcial"	1002115.33	628102.00
"diciembre 2017"	"Formacion Tiempo Completo"	29726.72	28875.83
"diciembre 2017"	"Practicas Tiempo Completo"	41255.67	52820.61
"diciembre 2017"	"Practicas Tiempo Parcial"	15145.00	8163.33
"diciembre 2017"	"No consta (*)"	575919.78	453326.39
"enero 2018"	"Indefinido Tiempo Completo"	2671382.00	4045292.82
"enero 2018"	"Indefinido Tiempo Parcial"	1081648.77	466602.18
"enero 2018"	"Fijos Discontinuos"	207952.05	93662.91
"enero 2018"	"Eventual Tiempo Completo"	1039257.82	1451730.41
"enero 2018"	"Eventual Tiempo Parcial"	952993.09	598896.91
"enero 2018"	"Formacion Tiempo Completo"	29111.91	27875.36
"enero 2018"	"Practicas Tiempo Completo"	41496.55	53071.23
"enero 2018"	"Practicas Tiempo Parcial"	14980.05	8039.91
"enero 2018"	"No consta (*)"	571988.68	451621.95
"febrero 2018"	"Indefinido Tiempo Completo"	2678669.80	4061965.55
"febrero 2018"	"Indefinido Tiempo Parcial"	1087116.25	469265.30
"febrero 2018"	"Fijos Discontinuos"	215611.20	100976.40
"febrero 2018"	"Eventual Tiempo Completo"	1037908.25	1475116.00
"febrero 2018"	"Eventual Tiempo Parcial"	957757.20	602773.85
"febrero 2018"	"Formacion Tiempo Completo"	29653.90	28231.55
"febrero 2018"	"Practicas Tiempo Completo"	41991.85	53494.15
"febrero 2018"	"Practicas Tiempo Parcial"	14991.80	8071.65
"febrero 2018"	"No consta (*)"	575514.95	456007.35
"marzo 2018"	"Indefinido Tiempo Completo"	2688924.60	4083099.30
"marzo 2018"	"Indefinido Tiempo Parcial"	1094810.70	473210.75
"marzo 2018"	"Fijos Discontinuos"	233500.65	116469.90
"marzo 2018"	"Eventual Tiempo Completo"	1052297.90	1484931.05
"marzo 2018"	"Eventual Tiempo Parcial"	970953.05	610428.70
"marzo 2018"	"Formacion Tiempo Completo"	29575.10	27867.10
"marzo 2018"	"Practicas Tiempo Completo"	41789.20	53433.90
"marzo 2018"	"Practicas Tiempo Parcial"	14950.70	8103.60
"marzo 2018"	"No consta (*)"	579577.05	459607.70
"abril 2018"	"Indefinido Tiempo Completo"	2698791.86	4102808.76
"abril 2018"	"Indefinido Tiempo Parcial"	1103418.52	476698.33
"abril 2018"	"Fijos Discontinuos"	256006.57	135677.14
"abril 2018"	"Eventual Tiempo Completo"	1061968.10	1509276.48
"abril 2018"	"Eventual Tiempo Parcial"	983143.71	619292.76
"abril 2018"	"Formacion Tiempo Completo"	28768.19	26676.57
"abril 2018"	"Practicas Tiempo Completo"	41759.52	53294.57
"abril 2018"	"Practicas Tiempo Parcial"	14718.62	8020.14
"abril 2018"	"No consta (*)"	581379.90	461120.38
"mayo 2018"	"Indefinido Tiempo Completo"	2710631.86	4125039.59
"mayo 2018"	"Indefinido Tiempo Parcial"	1110935.27	479423.73
"mayo 2018"	"Fijos Discontinuos"	272912.91	152554.91
"mayo 2018"	"Eventual Tiempo Completo"	1091529.59	1560024.64
"mayo 2018"	"Eventual Tiempo Parcial"	1004530.68	634372.59
"mayo 2018"	"Formacion Tiempo Completo"	28183.32	25781.55
"mayo 2018"	"Practicas Tiempo Completo"	41544.91	53064.32
"mayo 2018"	"Practicas Tiempo Parcial"	14559.41	7904.41
"mayo 2018"	"No consta (*)"	583104.82	461573.32
"junio 2018"	"Indefinido Tiempo Completo"	2722959.00	4149836.29
"junio 2018"	"Indefinido Tiempo Parcial"	1113125.05	479195.48
"junio 2018"	"Fijos Discontinuos"	240921.86	150972.19
"junio 2018"	"Eventual Tiempo Completo"	1146844.38	1627464.14
"junio 2018"	"Eventual Tiempo Parcial"	983975.67	628646.57
"junio 2018"	"Formacion Tiempo Completo"	26762.95	23897.19
"junio 2018"	"Practicas Tiempo Completo"	41051.19	53366.38
"junio 2018"	"Practicas Tiempo Parcial"	14399.29	7744.48
"junio 2018"	"No consta (*)"	583812.00	462665.52
"julio 2018"	"Indefinido Tiempo Completo"	2732548.95	4170607.77
"julio 2018"	"Indefinido Tiempo Parcial"	1105407.45	474525.18
"julio 2018"	"Fijos Discontinuos"	149463.32	135123.73
"julio 2018"	"Eventual Tiempo Completo"	1239194.27	1718884.23
"julio 2018"	"Eventual Tiempo Parcial"	977524.73	639065.00
"julio 2018"	"Formacion Tiempo Completo"	24619.41	21609.14
"julio 2018"	"Practicas Tiempo Completo"	42036.23	56345.86
"julio 2018"	"Practicas Tiempo Parcial"	14318.59	7805.73
"julio 2018"	"No consta (*)"	577094.86	460775.41
"agosto 2018"	"Indefinido Tiempo Completo"	2735754.55	4182503.68
"agosto 2018"	"Indefinido Tiempo Parcial"	1103562.82	473068.55
"agosto 2018"	"Fijos Discontinuos"	138328.18	128650.91
"agosto 2018"	"Eventual Tiempo Completo"	1240456.59	1674153.18
"agosto 2018"	"Eventual Tiempo Parcial"	925087.95	610476.91
"agosto 2018"	"Formacion Tiempo Completo"	23273.95	20335.27
"agosto 2018"	"Practicas Tiempo Completo"	42154.05	56530.59
"agosto 2018"	"Practicas Tiempo Parcial"	13923.64	7618.36
"agosto 2018"	"No consta (*)"	565835.18	450597.95
"septiembre 2018"	"Indefinido Tiempo Completo"	2756214.65	4213867.90
"septiembre 2018"	"Indefinido Tiempo Parcial"	1125565.90	482328.65
"septiembre 2018"	"Fijos Discontinuos"	232355.20	144216.05
"septiembre 2018"	"Eventual Tiempo Completo"	1173749.35	1609033.05
"septiembre 2018"	"Eventual Tiempo Parcial"	905249.30	576876.65
"septiembre 2018"	"Formacion Tiempo Completo"	22160.30	19303.15
"septiembre 2018"	"Practicas Tiempo Completo"	42562.85	56529.45
"septiembre 2018"	"Practicas Tiempo Parcial"	14257.15	7781.65
"septiembre 2018"	"No consta (*)"	562715.05	450751.05
"octubre 2018"	"Indefinido Tiempo Completo"	2770526.64	4233551.59
"octubre 2018"	"Indefinido Tiempo Parcial"	1140994.64	490189.00
"octubre 2018"	"Fijos Discontinuos"	273702.59	149631.05
"octubre 2018"	"Eventual Tiempo Completo"	1119426.86	1557732.23
"octubre 2018"	"Eventual Tiempo Parcial"	953639.91	593031.36
"octubre 2018"	"Formacion Tiempo Completo"	21688.68	18665.41
"octubre 2018"	"Practicas Tiempo Completo"	42514.23	56400.23
"octubre 2018"	"Practicas Tiempo Parcial"	14742.36	8100.36
"octubre 2018"	"No consta (*)"	585270.50	462454.64
"noviembre 2018"	"Indefinido Tiempo Completo"	2780908.81	4251203.81
"noviembre 2018"	"Indefinido Tiempo Parcial"	1149182.67	494818.00
"noviembre 2018"	"Fijos Discontinuos"	241657.52	118826.90
"noviembre 2018"	"Eventual Tiempo Completo"	1102332.05	1528777.48
"noviembre 2018"	"Eventual Tiempo Parcial"	968486.05	596299.90
"noviembre 2018"	"Formacion Tiempo Completo"	23242.81	19493.24
"noviembre 2018"	"Practicas Tiempo Completo"	43407.19	56856.05
"noviembre 2018"	"Practicas Tiempo Parcial"	14791.14	8138.57
"noviembre 2018"	"No consta (*)"	589278.43	466975.57
"diciembre 2018"	"Indefinido Tiempo Completo"	2790332.47	4264384.47
"diciembre 2018"	"Indefinido Tiempo Parcial"	1153379.41	497866.71
"diciembre 2018"	"Fijos Discontinuos"	229049.24	108639.24
"diciembre 2018"	"Eventual Tiempo Completo"	1115921.76	1502254.82
"diciembre 2018"	"Eventual Tiempo Parcial"	990743.29	605607.06
"diciembre 2018"	"Formacion Tiempo Completo"	23552.88	19348.53
"diciembre 2018"	"Practicas Tiempo Completo"	43444.35	56562.29
"diciembre 2018"	"Practicas Tiempo Parcial"	14788.41	8112.53
"diciembre 2018"	"No consta (*)"	590163.12	468795.82
"enero 2019"	"Indefinido Tiempo Completo"	2795401.77	4272636.77
"enero 2019"	"Indefinido Tiempo Parcial"	1154749.68	496734.18
"enero 2019"	"Fijos Discontinuos"	221389.86	103553.50
"enero 2019"	"Eventual Tiempo Completo"	1076293.41	1454167.73
"enero 2019"	"Eventual Tiempo Parcial"	938894.77	576104.64
"enero 2019"	"Formacion Tiempo Completo"	22352.59	18359.68
"enero 2019"	"Practicas Tiempo Completo"	42862.59	55587.36
"enero 2019"	"Practicas Tiempo Parcial"	14580.68	7905.86
"enero 2019"	"No consta (*)"	586800.14	463748.55
"febrero 2019"	"Indefinido Tiempo Completo"	2801214.35	4285960.10
"febrero 2019"	"Indefinido Tiempo Parcial"	1157941.95	497946.15
"febrero 2019"	"Fijos Discontinuos"	229327.50	111144.45
"febrero 2019"	"Eventual Tiempo Completo"	1075720.80	1484701.95
"febrero 2019"	"Eventual Tiempo Parcial"	946001.60	581871.00
"febrero 2019"	"Formacion Tiempo Completo"	21630.10	17886.70
"febrero 2019"	"Practicas Tiempo Completo"	42429.45	55026.60
"febrero 2019"	"Practicas Tiempo Parcial"	14483.25	7883.85
"febrero 2019"	"No consta (*)"	592685.85	468187.95
"marzo 2019"	"Indefinido Tiempo Completo"	2810227.90	4303123.52
"marzo 2019"	"Indefinido Tiempo Parcial"	1161272.71	500219.38
"marzo 2019"	"Fijos Discontinuos"	244930.10	125712.14
"marzo 2019"	"Eventual Tiempo Completo"	1095654.95	1514694.71
"marzo 2019"	"Eventual Tiempo Parcial"	965279.38	593876.57
"marzo 2019"	"Formacion Tiempo Completo"	21989.29	18105.95
"marzo 2019"	"Practicas Tiempo Completo"	41798.19	54144.90
"marzo 2019"	"Practicas Tiempo Parcial"	14274.57	7743.57
"marzo 2019"	"No consta (*)"	596121.05	471165.29
"abril 2019"	"Indefinido Tiempo Completo"	2819049.10	4318787.55
"abril 2019"	"Indefinido Tiempo Parcial"	1162304.95	500095.20
"abril 2019"	"Fijos Discontinuos"	271014.95	147220.05
"abril 2019"	"Eventual Tiempo Completo"	1121838.50	1543452.85
"abril 2019"	"Eventual Tiempo Parcial"	986504.30	605804.50
"abril 2019"	"Formacion Tiempo Completo"	22677.80	18451.80
"abril 2019"	"Practicas Tiempo Completo"	41207.40	53152.40
"abril 2019"	"Practicas Tiempo Parcial"	13914.50	7554.15
"abril 2019"	"No consta (*)"	600547.55	473088.25
"mayo 2019"	"Indefinido Tiempo Completo"	2827622.68	4332174.27
"mayo 2019"	"Indefinido Tiempo Parcial"	1162428.68	496780.82
"mayo 2019"	"Fijos Discontinuos"	288136.73	164349.91
"mayo 2019"	"Eventual Tiempo Completo"	1154538.86	1593031.36
"mayo 2019"	"Eventual Tiempo Parcial"	1007137.14	618663.27
"mayo 2019"	"Formacion Tiempo Completo"	22083.86	18106.27
"mayo 2019"	"Practicas Tiempo Completo"	39940.77	51659.41
"mayo 2019"	"Practicas Tiempo Parcial"	13486.95	7361.41
"mayo 2019"	"No consta (*)"	611243.91	473551.14
"junio 2019"	"Indefinido Tiempo Completo"	2839362.90	4352431.20
"junio 2019"	"Indefinido Tiempo Parcial"	1157805.50	490361.05
"junio 2019"	"Fijos Discontinuos"	255089.70	162427.75
"junio 2019"	"Eventual Tiempo Completo"	1214280.00	1663346.40
"junio 2019"	"Eventual Tiempo Parcial"	989370.45	612399.60
"junio 2019"	"Formacion Tiempo Completo"	21637.50	17580.85
"junio 2019"	"Practicas Tiempo Completo"	39769.30	51533.65
"junio 2019"	"Practicas Tiempo Parcial"	13007.80	7064.35
"junio 2019"	"No consta (*)"	619561.30	472380.65
"julio 2019"	"Indefinido Tiempo Completo"	2846520.57	4367807.48
"julio 2019"	"Indefinido Tiempo Parcial"	1144984.22	481801.09
"julio 2019"	"Fijos Discontinuos"	158602.48	144320.09
"julio 2019"	"Eventual Tiempo Completo"	1310243.87	1756326.00
"julio 2019"	"Eventual Tiempo Parcial"	980358.70	619492.70
"julio 2019"	"Formacion Tiempo Completo"	20726.78	17011.48
"julio 2019"	"Practicas Tiempo Completo"	39365.57	52174.87
"julio 2019"	"Practicas Tiempo Parcial"	12476.65	6890.43
"julio 2019"	"No consta (*)"	620546.35	473439.09
"agosto 2019"	"Indefinido Tiempo Completo"	2845203.29	4367806.19
"agosto 2019"	"Indefinido Tiempo Parcial"	1137546.76	476286.90
"agosto 2019"	"Fijos Discontinuos"	146511.52	136966.29
"agosto 2019"	"Eventual Tiempo Completo"	1314249.52	1715063.62
"agosto 2019"	"Eventual Tiempo Parcial"	931377.33	594144.10
"agosto 2019"	"Formacion Tiempo Completo"	19280.38	15983.81
"agosto 2019"	"Practicas Tiempo Completo"	37558.62	50615.00
"agosto 2019"	"Practicas Tiempo Parcial"	11891.86	6650.52
"agosto 2019"	"No consta (*)"	613914.62	464873.57
"septiembre 2019"	"Indefinido Tiempo Completo"	2860821.48	4389687.19
"septiembre 2019"	"Indefinido Tiempo Parcial"	1153578.00	481541.48
"septiembre 2019"	"Fijos Discontinuos"	242683.57	153062.57
"septiembre 2019"	"Eventual Tiempo Completo"	1237595.14	1650715.10
"septiembre 2019"	"Eventual Tiempo Parcial"	910469.76	561142.76
"septiembre 2019"	"Formacion Tiempo Completo"	18405.33	15390.86
"septiembre 2019"	"Practicas Tiempo Completo"	37212.86	49674.24
"septiembre 2019"	"Practicas Tiempo Parcial"	12017.52	6679.90
"septiembre 2019"	"No consta (*)"	616952.10	464498.90
"octubre 2019"	"Indefinido Tiempo Completo"	2876500.78	4416659.82
"octubre 2019"	"Indefinido Tiempo Parcial"	1173338.22	490597.70
"octubre 2019"	"Fijos Discontinuos"	287121.91	159841.13
"octubre 2019"	"Eventual Tiempo Completo"	1174380.26	1581451.96
"octubre 2019"	"Eventual Tiempo Parcial"	955990.39	577715.48
"octubre 2019"	"Formacion Tiempo Completo"	17843.17	15122.22
"octubre 2019"	"Practicas Tiempo Completo"	37197.78	49028.87
"octubre 2019"	"Practicas Tiempo Parcial"	12355.48	6929.13
"octubre 2019"	"No consta (*)"	644122.13	477531.87
"noviembre 2019"	"Indefinido Tiempo Completo"	2884024.40	4427089.90
"noviembre 2019"	"Indefinido Tiempo Parcial"	1179175.40	493418.60
"noviembre 2019"	"Fijos Discontinuos"	253245.75	127794.50
"noviembre 2019"	"Eventual Tiempo Completo"	1154734.95	1551879.70
"noviembre 2019"	"Eventual Tiempo Parcial"	971998.40	584823.15
"noviembre 2019"	"Formacion Tiempo Completo"	17608.85	15069.80
"noviembre 2019"	"Practicas Tiempo Completo"	37921.20	49249.70
"noviembre 2019"	"Practicas Tiempo Parcial"	12306.40	6874.85
"noviembre 2019"	"No consta (*)"	653555.65	483621.55
"diciembre 2019"	"Indefinido Tiempo Completo"	2891139.67	4433959.11
"diciembre 2019"	"Indefinido Tiempo Parcial"	1180567.89	494469.17
"diciembre 2019"	"Fijos Discontinuos"	239766.06	116964.67
"diciembre 2019"	"Eventual Tiempo Completo"	1164373.89	1510832.00
"diciembre 2019"	"Eventual Tiempo Parcial"	991102.39	594330.71
"diciembre 2019"	"Formacion Tiempo Completo"	18609.22	15868.56
"diciembre 2019"	"Practicas Tiempo Completo"	37637.83	48653.44
"diciembre 2019"	"Practicas Tiempo Parcial"	12140.78	6767.22
"diciembre 2019"	"No consta (*)"	657199.94	487172.50
"enero 2020"	"Indefinido Tiempo Completo"	2896152.57	4441090.56
"enero 2020"	"Indefinido Tiempo Parcial"	1183415.76	493411.90
"enero 2020"	"Fijos Discontinuos"	232057.29	111043.10
"enero 2020"	"Eventual Tiempo Completo"	1117122.57	1452528.48
"enero 2020"	"Eventual Tiempo Parcial"	931611.52	560382.00
"enero 2020"	"Formacion Tiempo Completo"	18017.00	15481.24
"enero 2020"	"Practicas Tiempo Completo"	36890.81	47358.00
"enero 2020"	"Practicas Tiempo Parcial"	11801.62	6592.00
"enero 2020"	"No consta (*)"	654583.48	485032.62
"febrero 2020"	"Indefinido Tiempo Completo"	2904520.40	4456773.55
"febrero 2020"	"Indefinido Tiempo Parcial"	1190402.65	495979.20
"febrero 2020"	"Fijos Discontinuos"	241383.15	119574.40
"febrero 2020"	"Eventual Tiempo Completo"	1113805.70	1477127.45
"febrero 2020"	"Eventual Tiempo Parcial"	936265.60	566136.05
"febrero 2020"	"Formacion Tiempo Completo"	17493.00	15367.20
"febrero 2020"	"Practicas Tiempo Completo"	36583.95	46860.70
"febrero 2020"	"Practicas Tiempo Parcial"	11780.35	6565.05
"febrero 2020"	"No consta (*)"	661761.35	489856.90
"marzo 2020"	"Indefinido Tiempo Completo"	2903594.27	4455232.27
